i,t_epoch,t_rel,filtered_position_deg,measured_position_deg,filtered_delta_deg,measured_delta_deg,velocity_deg_per_sec,raw_velocity_deg_per_sec,pending_confirmation,glitch_rejected,raw_position_deg,pos_estimate,vel_estimate,error
26,1782788564.229043,1.348826227011159,16.3057220026118,16.28365625,-0.010750655198734194,0.0,0.0,0.039826780557632446,False,False,16.34765625,0.04541015625,0.00011062994599342346,
27,1782788564.280953,1.4005128419958055,16.298493262056176,16.28365625,-0.007228740555632385,0.0,0.0,0.8874048292636871,False,False,16.34765625,0.04541015625,0.002465013414621353,
28,1782788564.3326275,1.4522586048115045,16.293632656906574,16.28365625,-0.004860605149588082,0.0,0.0,0.045191869139671326,False,False,16.34765625,0.04541015625,0.00012553296983242035,
29,1782788564.384373,1.5039921270217746,16.319157354753983,16.371546875,0.025524697847401967,0.087890625,0.0,7.297878339886665,False,False,16.435546875,0.045654296875,0.02027188427746296,
30,1782788564.4361122,1.5559097048826516,16.320499849086577,16.28365625,0.0013424943325901495,-0.087890625,0.0,0.03712780773639679,False,False,16.34765625,0.04541015625,0.00010313279926776886,
31,1782788564.4880269,1.6076311159413308,16.308429886025813,16.28365625,-0.012069963060753253,0.0,0.0,0.5708880722522736,False,False,16.34765625,0.04541015625,0.0015858002007007599,
32,1782788564.539744,1.659290303941816,16.300314042863754,16.28365625,-0.008115843162045167,0.0,0.0,0.03712847828865051,False,False,16.34765625,0.04541015625,0.00010313466191291809,
33,1782788564.5914066,1.7109596410300583,16.294856949921584,16.28365625,-0.005457092942179997,0.0,0.0,2.799803763628006,False,False,16.34765625,0.04541015625,0.007777232676744461,
34,1782788564.6430752,1.7627358860336244,16.291187600627275,16.28365625,-0.0036693492943129513,0.0,0.0,0.04785463213920593,False,False,16.34765625,0.04541015625,0.00013292953372001648,
35,1782788564.69485,1.814392389031127,16.288720330161777,16.28365625,-0.0024672704655017696,0.0,0.0,0.039805322885513306,False,False,16.34765625,0.04541015625,0.00011057034134864807,
36,1782788564.7465336,1.8661575228907168,16.287061337500774,16.28365625,-0.0016589926609924532,0.0,0.0,0.04785194993019104,False,False,16.34765625,0.04541015625,0.00013292208313941956,
37,1782788564.7982705,1.917839896865189,16.285945830835523,16.28365625,-0.0011155066652577261,0.0,0.0,0.5708827078342438,False,False,16.34765625,0.04541015625,0.001585785299539566,
38,1782788564.849954,1.969573121983558,16.28519576415381,16.28365625,-0.0007500666817179535,0.0,0.0,0.039805322885513306,False,False,16.34765625,0.04541015625,0.00011057034134864807,
39,1782788564.9016879,2.0212011258117855,16.28469141931702,16.28365625,-0.0005043448367985093,0.0,0.0,7.386375814676285,False,False,16.34765625,0.04541015625,0.020517710596323013,
40,1782788564.9533534,2.073101295856759,16.284352297848766,16.28365625,-0.00033912146824377487,0.0,0.0,1.0644038021564484,False,False,16.34765625,0.04541015625,0.0029566772282123566,
41,1782788565.0052154,2.12466824403964,16.28404002851028,16.28365625,-0.00031226933847960936,0.0,0.0,0.03979995846748352,False,False,16.34765625,0.04541015625,0.00011055544018745422,
42,1782788565.056783,2.176196358865127,16.28391430267032,16.28365625,-0.000125725839950519,0.0,0.0,0.03711909055709839,False,False,16.34765625,0.04541015625,0.00010310858488082886,
43,1782788565.1083105,2.2277226590085775,16.283829764615525,16.28365625,-8.453805480712617e-05,0.0,0.0,0.03980264067649841,False,False,16.34765625,0.04541015625,0.00011056289076805115,
44,1782788565.1598356,2.279448180925101,16.28377292122748,16.28365625,-5.684338805167499e-05,0.0,0.0,8.617493659257889,False,False,16.34765625,0.04541015625,0.02393748238682747,
45,1782788565.2115953,2.331320018041879,16.28373469973336,16.28365625,-3.8221494122581134e-05,0.0,0.0,0.045153647661209106,False,False,16.34765625,0.04541015625,0.00012542679905891418,
46,1782788565.2634342,2.383011928992346,16.28370899960071,16.28365625,-2.5700132653128094e-05,0.0,0.0,0.7344800233840942,False,False,16.34765625,0.04541015625,0.0020402222871780396,
